id,name,name_eng,full_path_slug,description,short_description,note,score,type,level,is_deleted,is_visible,meta_title,meta_description,meta_social_title,meta_social_description,created_at,updated_at,created_by_id,updated_by_id,product_suggestion_list_enable
240,Thuốc chống co thắt,,thuoc/he-tieu-hoa-and-gan-mat/thuoc-chong-co-that,,,,240,product,3,FALSE,FALSE,+35 Thuốc chống co thắt các loại - Nhà thuốc Long Châu,"Mua thuốc giảm đau, chống co thắt cơ trơn, co thắt đại tràng hiệu quả cao, uy tín, chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh trong 2-4 giờ.",,,57:05.0,46:55.8,,,FALSE
241,Đảo ngược thuốc chống  đông máu,,thuoc/dieu-bien-dong-mau/dao-nguoc-thuoc-chong-dong-mau,,,,241,product,3,FALSE,FALSE,,,,,57:05.0,39:34.6,,,
242,Thuốc đối kháng heparin,,thuoc/dieu-bien-dong-mau/thuoc-doi-khang-heparin,,,,242,product,3,FALSE,FALSE,,,,,57:05.0,39:37.3,,,
243,Sửa đổi đông máu khác,,thuoc/dieu-bien-dong-mau/sua-doi-dong-mau-khac,,,,243,product,3,FALSE,FALSE,,,,,57:05.0,39:40.4,,,
244,Thuốc kích thích tiểu cầu,,thuoc/dieu-bien-dong-mau/thuoc-kich-thich-tieu-cau,,,,244,product,3,FALSE,FALSE,,,,,57:05.0,39:43.4,,,
245,Kết hợp trị liệu tâm lý,,thuoc/thuoc-tam-ly-tri-lieu/ket-hop-tri-lieu-tam-ly,,,,245,product,3,FALSE,FALSE,,,,,57:05.0,19:57.2,,,
246,Huyết khối,,thuoc/dieu-bien-dong-mau/huyet-khoi,,,,246,product,3,FALSE,FALSE,,,,,57:05.0,39:47.5,,,
247,Tác nhân phóng xạ,,thuoc/thuoc-phong-xa/tac-nhan-phong-xa-402,,,,247,product,3,FALSE,FALSE,,,,,57:05.0,21:46.5,,,
248,Điều chỉnh phóng xạ,,thuoc/thuoc-phong-xa/dieu-chinh-phong-xa,,,,248,product,3,FALSE,FALSE,,,,,57:05.0,22:16.8,,,
249,Chứng bất lực,,thuoc/he-tiet-nieu-sinh-duc/chung-bat-luc,,,,249,product,3,FALSE,FALSE,,,,,57:05.0,48:49.3,,,FALSE
250,Dược phẩm phóng xạ,,thuoc/thuoc-phong-xa/duoc-pham-phong-xa,,,,250,product,3,FALSE,FALSE,,,,,57:05.0,22:48.4,,,
251,Thuốc đường sinh dục khác,,thuoc/he-tiet-nieu-sinh-duc/thuoc-duong-sinh-duc-khac,,,,251,product,3,FALSE,FALSE,,,,,57:05.0,49:43.5,,,FALSE
252,Thuốc sản khoa,,thuoc/he-tiet-nieu-sinh-duc/thuoc-san-khoa,,,,252,product,3,FALSE,FALSE,,,,,57:05.0,50:33.4,,,FALSE
253,Thuốc chống co thắt tiết niệu,,thuoc/he-tiet-nieu-sinh-duc/thuoc-chong-co-that-tiet-nieu,,,,253,product,3,FALSE,FALSE,,,,,57:05.0,53:20.5,,,FALSE
254,Điều chỉnh ph nước tiểu,,thuoc/he-tiet-nieu-sinh-duc/dieu-chinh-ph-nuoc-tieu,,,,254,product,3,FALSE,FALSE,,,,,57:05.0,55:43.8,,,FALSE
255,Tăng trương lực tử cung,,thuoc/he-tiet-nieu-sinh-duc/tang-truong-luc-tu-cung,,,,255,product,3,FALSE,FALSE,,,,,57:05.0,57:53.9,,,FALSE
256,Thuốc tác dụng lên âm đạo,,thuoc/he-tiet-nieu-sinh-duc/thuoc-tac-dung-len-am-dao,,,,256,product,3,FALSE,FALSE,+20 Thuốc tác dụng lên âm đạo - Nhà thuốc Long Châu,"Mua thuốc đặt âm đạo, dung dịch phụ khoa, chữa viêm âm đạo hiệu quả cao, uy tín, chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh trong 2-4 giờ.",,,57:05.0,50:28.8,,,FALSE
257,Thuốc khử trùng đường niệu,,thuoc/he-tiet-nieu-sinh-duc/thuoc-khu-trung-duong-nieu,,,,257,product,3,FALSE,FALSE,Thuốc khử trùng đường niệu - Nhà thuốc Long Châu,"Thuốc khử trùng đường niệu, diệt khuẩn và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,50:15.0,,,FALSE
258,Thuốc tác dụng lên tử cung,,thuoc/he-tiet-nieu-sinh-duc/thuoc-tac-dung-len-tu-cung,,,,258,product,3,FALSE,FALSE,Thuốc tác dụng lên tử cung - Nhà thuốc Long Châu,"Thuốc tác dụng lên tử cung và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,38:27.6,,,FALSE
259,Thuốc trị rối loạn cương và rối loạn xuất tinh,,thuoc/he-tiet-nieu-sinh-duc/thuoc-tri-roi-loan-cuong-va-roi-loan-xuat-tinh,,,,259,product,3,FALSE,FALSE,[Tổng hợp] Thuốc Trị Rối Loạn Cương Dương Giá Tốt 2024,"Mua thuốc trị rối loạn cương dương, thuốc trị xuất tinh sớm giúp nam giới sung mãn, tự tin chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.0,50:57.6,,,FALSE
260,Thuốc trị các rối loạn ở bàng quang & tuyến tiền liệt,,thuoc/he-tiet-nieu-sinh-duc/thuoc-tri-cac-roi-loan-o-bang-quang-and-tuyen-tien-liet,,,,260,product,3,FALSE,FALSE,Thuốc trị rối loạn ở bàng quang và tuyến tiền liệt giá tốt,"Mua các loại thuốc trị rối loạn ở bàng quang & tuyến tiền liệt chính hãng, giá tốt tại nhà thuốc Long Châu, có dược sĩ tư vấn, giao nhanh.",,,57:05.0,50:41.1,,,FALSE
261,Các thuốc tiết niệu-sinh dục khác,,thuoc/he-tiet-nieu-sinh-duc/cac-thuoc-tiet-nieu-sinh-duc-khac,,,,261,product,3,FALSE,FALSE,Các thuốc tiết niệu và sinh dục khác - Nhà thuốc Long Châu,"Các thuốc tiết niệu và sinh dục khác được liệt kê chính xác, thông tin về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.0,49:47.6,,,FALSE
262,Thuốc trị hen & bệnh phổi tắc nghẽn mạn tính,,thuoc/he-ho-hap/thuoc-tri-hen-and-benh-phoi-tac-nghen-man-tinh,,,,262,product,3,FALSE,FALSE,+67 Thuốc trị hen suyễn | Thuốc trị hen phế quản - Long Châu,"Người bệnh hen suyễn cần uống thuốc gì? Mua thuốc trị hen suyễn, thuốc điều trị hen phế quản mạn tính tận gốc chính hãng, có dược sĩ tư vấn miễn phí!",,,57:05.0,53:28.5,,,FALSE
263,Thuốc thông mũi,,thuoc/he-ho-hap/thuoc-thong-mui,,,,263,product,3,FALSE,FALSE,,,,,57:05.0,55:05.5,,,FALSE
264,Khai vị,,thuoc/he-ho-hap/khai-vi,,,,264,product,3,FALSE,FALSE,,,,,57:05.0,57:01.0,,,FALSE
265,Thuốc ức chế phosphodiesterase-4 chọn lọc,,thuoc/he-ho-hap/thuoc-uc-che-phosphodiesterase-4-chon-loc,,,,265,product,3,FALSE,FALSE,,,,,57:05.0,57:23.5,,,FALSE
266,Kết hợp hô hấp trên,,thuoc/he-ho-hap/ket-hop-ho-hap-tren,,,,266,product,3,FALSE,FALSE,,,,,57:05.0,58:03.1,,,FALSE
267,Thuốc kích thích hô hấp,,thuoc/he-ho-hap/thuoc-kich-thich-ho-hap,,,,267,product,3,FALSE,FALSE,Thuốc kích thích hô hấp các loại - Nhà thuốc Long Châu,"Tổng hợp Thuốc kích thích hô hấp và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,58:35.7,,,FALSE
268,Thuốc chống sung huyết mũi & các chế phẩm khác dùng cho mũi,,thuoc/he-ho-hap/thuoc-chong-sung-huyet-mui-and-cac-che-pham-khac-dung-cho-mui,,,,268,product,3,FALSE,FALSE,Thuốc chống sung huyết mũi & các chế phẩm khác dùng cho mũi,"Thuốc chống sung huyết mũi & các chế phẩm khác dùng cho mũi các loại được lưu hành tại Việt Nam. Mua tại Nhà thuốc Long Châu uy tín, chất lượng, giao hàng nhanh.",,,57:05.0,53:00.3,,,FALSE
269,Thuốc ho & cảm,,thuoc/he-ho-hap/thuoc-ho-and-cam,,,,269,product,3,FALSE,FALSE,"Thuốc ho và cảm giá tốt, hiệu quả vượt trội","Mua thuốc ho và cảm các loại trị nhanh, tận gốc triệu chứng ho khan, ho đờm, ho dai dẳng chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.0,53:19.1,,,FALSE
270,Các thuốc khác có tác dụng trên hệ hô hấp,,thuoc/he-ho-hap/cac-thuoc-khac-co-tac-dung-tren-he-ho-hap,,,,270,product,3,FALSE,FALSE,Các thuốc khác có tác dụng trên hệ hô hấp - Nhà thuốc Long Châu,"Các thuốc khác có tác dụng trên hệ hô hấp và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.0,52:42.8,,,FALSE
271,Thuốc giãn phế quản,,thuoc/he-ho-hap/thuoc-gian-phe-quan,,,,271,product,3,FALSE,FALSE,,,,,57:05.0,59:40.6,,,FALSE
272,Điều chế leukotriene,,thuoc/he-ho-hap/dieu-che-leukotriene,,,,272,product,3,FALSE,FALSE,,,,,57:05.0,01:29.7,,,FALSE
273,Chất hoạt động bề mặt phổi,,thuoc/he-ho-hap/chat-hoat-dong-be-mat-phoi,,,,273,product,3,FALSE,FALSE,,,,,57:05.1,02:02.1,,,FALSE
274,Thuốc hô hấp khác,,thuoc/he-ho-hap/thuoc-ho-hap-khac,,,,274,product,3,FALSE,FALSE,,,,,57:05.1,02:30.7,,,FALSE
275,Thuốc đường hô hấp,,thuoc/he-ho-hap/thuoc-duong-ho-hap,,,,275,product,3,FALSE,FALSE,,,,,57:05.1,02:57.1,,,FALSE
276,Hormone chống bài niệu,,thuoc/hormon-noi-tiet-to/hormone-chong-bai-nieu,,,,276,product,3,FALSE,FALSE,,,,,57:05.1,45:35.3,,,FALSE
277,Thuốc ức chế tuyến sinh dục,,thuoc/hormon-noi-tiet-to/thuoc-uc-che-tuyen-sinh-duc,,,,277,product,3,FALSE,FALSE,,,,,57:05.1,48:30.6,,,FALSE
278,Calcimimetic,,thuoc/hormon-noi-tiet-to/calcimimetic,,,,278,product,3,FALSE,FALSE,,,,,57:05.1,49:19.3,,,FALSE
279,Chất ức chế aromatase,,thuoc/hormon-noi-tiet-to/chat-uc-che-aromatase,,,,279,product,3,FALSE,FALSE,,,,,57:05.1,50:11.4,,,FALSE
280,Calcitonin,,thuoc/hormon-noi-tiet-to/calcitonin,,,,280,product,3,FALSE,FALSE,,,,,57:05.1,50:44.4,,,FALSE
281,Chất đối kháng thụ thể estrogen,,thuoc/hormon-noi-tiet-to/chat-doi-khang-thu-the-estrogen,,,,281,product,3,FALSE,FALSE,,,,,57:05.1,51:37.9,,,FALSE
282,Chất đối kháng hormone giải phóng gonadotropin,,thuoc/hormon-noi-tiet-to/chat-doi-khang-hormone-giai-phong-gonadotropin,,,,282,product,3,FALSE,FALSE,,,,,57:05.1,52:50.8,,,FALSE
283,Ức chế thụ thể hormone tăng trưởng,,thuoc/hormon-noi-tiet-to/uc-che-thu-the-hormone-tang-truong,,,,283,product,3,FALSE,FALSE,,,,,57:05.1,54:43.6,,,FALSE
284,Hormone tăng trưởng,,thuoc/hormon-noi-tiet-to/hormone-tang-truong,,,,284,product,3,FALSE,FALSE,,,,,57:05.1,56:06.6,,,FALSE
285,Yếu tố tăng trưởng giống như insulin,,thuoc/hormon-noi-tiet-to/yeu-to-tang-truong-giong-nhu-insulin,,,,285,product,3,FALSE,FALSE,,,,,57:05.1,56:41.3,,,FALSE
286,Chất kích thích rụng trứng tổng hợp,,thuoc/hormon-noi-tiet-to/chat-kich-thich-rung-trung-tong-hop,,,,286,product,3,FALSE,FALSE,,,,,57:05.1,57:27.1,,,FALSE
287,Hormone tuyến cận giáp và các chất tương tự,,thuoc/hormon-noi-tiet-to/hormone-tuyen-can-giap-va-cac-chat-tuong-tu,,,,287,product,3,FALSE,FALSE,,,,,57:05.1,58:22.6,,,FALSE
288,Điều chế thụ thể progesterone,,thuoc/hormon-noi-tiet-to/dieu-che-thu-the-progesterone,,,,288,product,3,FALSE,FALSE,,,,,57:05.1,00:17.2,,,FALSE
289,Thuốc tuyến giáp,,thuoc/hormon-noi-tiet-to/thuoc-tuyen-giap,,,,289,product,3,FALSE,FALSE,,,,,57:05.1,01:14.4,,,FALSE
290,Androgen & các thuốc tổng hợp có liên quan,,thuoc/hormon-noi-tiet-to/androgen-and-cac-thuoc-tong-hop-co-lien-quan,,,,290,product,3,FALSE,FALSE,Androgen & các thuốc tổng hợp có liên quan - Long Châu,"Androgen & các thuốc tổng hợp có liên quan, thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,51:25.6,,,FALSE
291,"Estrogen, progesteron & các thuốc tổng hợp có liên quan",,thuoc/hormon-noi-tiet-to/estrogen-progesteron-and-cac-thuoc-tong-hop-co-lien-quan,,,,291,product,3,FALSE,FALSE,"Estrogen, progesteron & các thuốc tổng hợp có liên quan","Estrogen, progesteron & các thuốc tổng hợp có liên quan, thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,51:38.8,,,FALSE
292,Hormon steroid,,thuoc/hormon-noi-tiet-to/hormon-steroid,,,,292,product,3,FALSE,FALSE,,,,,57:05.1,52:09.7,,,FALSE
293,Hormon dinh dưỡng & các thuốc tổng hợp có liên quan,,thuoc/hormon-noi-tiet-to/hormon-dinh-duong-and-cac-thuoc-tong-hop-co-lien-quan,,,,293,product,3,FALSE,FALSE,Hormon dinh dưỡng & các thuốc tổng hợp có liên quan - Nhà thuốc Long Châu,"Hormon dinh dưỡng & các thuốc tổng hợp có liên quan và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,51:54.7,,,FALSE
294,Tác nhân đồng hóa,,thuoc/hormon-noi-tiet-to/tac-nhan-dong-hoa,,,,294,product,3,FALSE,FALSE,,,,,57:05.1,01:48.1,,,FALSE
295,Các thuốc khác ảnh hưởng sự điều hòa hormon,,thuoc/hormon-noi-tiet-to/cac-thuoc-khac-anh-huong-su-dieu-hoa-hormon,,,,295,product,3,FALSE,FALSE,Các thuốc khác ảnh hưởng sự điều hòa hormon - Nhà thuốc Long Châu,"Các thuốc khác ảnh hưởng sự điều hòa hormon và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,03:45.8,,,FALSE
296,Steroid vỏ thượng thận,,thuoc/hormon-noi-tiet-to/steroid-vo-thuong-than,,,,296,product,3,FALSE,FALSE,,,,,57:05.1,04:40.3,,,FALSE
297,Thuốc ức chế 5-alpha-reductase,,thuoc/hormon-noi-tiet-to/thuoc-uc-che-5-alpha-reductase,,,,297,product,3,FALSE,FALSE,,,,,57:05.1,05:15.8,,,FALSE
298,Thuốc ức chế corticosteroid tuyến thượng thận,,thuoc/hormon-noi-tiet-to/thuoc-uc-che-corticosteroid-tuyen-thuong-than,,,,298,product,3,FALSE,FALSE,,,,,57:05.1,05:54.1,,,FALSE
299,Thuốc ức chế prolactin,,thuoc/hormon-noi-tiet-to/thuoc-uc-che-prolactin,,,,299,product,3,FALSE,FALSE,,,,,57:05.1,08:18.0,,,FALSE
300,Điều chế thụ thể estrogen chọn lọc,,thuoc/hormon-noi-tiet-to/dieu-che-thu-the-estrogen-chon-loc,,,,300,product,3,FALSE,FALSE,,,,,57:05.1,11:06.3,,,FALSE
301,Phối hợp các hormon sinh dục,,thuoc/hormon-noi-tiet-to/phoi-hop-cac-hormon-sinh-duc,,,,301,product,3,FALSE,FALSE,,,,,57:05.1,52:33.7,,,FALSE
302,Somatostatin và chất tương tự,,thuoc/hormon-noi-tiet-to/somatostatin-va-chat-tuong-tu,,,,302,product,3,FALSE,FALSE,,,,,57:05.1,14:30.3,,,FALSE
303,Thuốc ức chế miễn dịch,,thuoc/di-ung-and-he-mien-dich/thuoc-uc-che-mien-dich,,,,303,product,3,FALSE,FALSE,"Các thuốc ức chế miễn dịch, ngăn thải ghép giá tốt 2024","Mua các loại thuốc ức chế miễn dịch trị bệnh tự miễn, đào thải ghép tạng, chàm thể tạng: Corticosteroids, Cyclophosphamide, Azathioprine... giá tốt tại Long Châu",,,57:05.1,54:29.5,,,FALSE
304,Globulin miễn dịch,,thuoc/di-ung-and-he-mien-dich/globulin-mien-dich,,,,304,product,3,FALSE,FALSE,,,,,57:05.1,01:51.3,,,FALSE
305,Chất kích thích miễn dịch,,thuoc/di-ung-and-he-mien-dich/chat-kich-thich-mien-dich,,,,305,product,3,FALSE,FALSE,,,,,57:05.1,02:23.9,,,FALSE
306,"Vaccin, kháng huyết thanh & thuốc miễn dịch",,thuoc/di-ung-and-he-mien-dich/vaccin-khang-huyet-thanh-and-thuoc-mien-dich,,,,306,product,3,FALSE,FALSE,"Vaccin, kháng huyết thanh & thuốc miễn dịch - Nhà thuốc Long Châu","Các loại vaccin, kháng huyết thanh & thuốc miễn dịch được liệt kê đầy đủ tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,54:47.6,,,FALSE
307,Thuốc kháng histamin & kháng dị ứng,,thuoc/di-ung-and-he-mien-dich/thuoc-khang-histamin-and-khang-di-ung,,,,307,product,3,FALSE,FALSE,"Thuốc kháng histamin hiệu quả cao, giá tốt, chính hãng 2024","Mua các loại thuốc kháng histamin: Cimetidine, Ranitidine, Famotidine và Nizatidine, thuốc kháng dị ứng hiệu quả, giá tốt, chính hãng tại nhà thuốc Long Châu.",,,57:05.1,54:01.6,,,FALSE
308,Thuốc trị đái tháo đường,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-tri-dai-thao-duong,,,,308,product,3,FALSE,FALSE,"+121 Thuốc trị tiểu đường chính hãng, giá tốt 2024","Mua thuốc trị đái tháo đường, thuốc trị tiểu đường chính hãng, giá tốt 2024 tại nhà thuốc Long Châu, có dược sĩ tư vấn hiệu quả, giao hàng tận nơi.",,,57:05.1,59:37.0,,,FALSE
309,Thuốc chống tăng cholesterol máu,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-chong-tang-cholesterol-mau,,,,309,product,3,FALSE,FALSE,,,,,57:05.1,27:13.2,,,FALSE
310,Thuốc chống Gout,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-chong-gout,,,,310,product,3,FALSE,FALSE,,,,,57:05.1,27:39.7,,,FALSE
311,Thuốc ảnh hưởng chuyển hóa xương,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-anh-huong-chuyen-hoa-xuong,,,,311,product,3,FALSE,FALSE,Thuốc ảnh hưởng chuyển hóa xương - Nhà thuốc Long Châu,"Tổng hợp các loại thuốc ảnh hưởng chuyển hóa xương được lưu hành tại Việt Nam. Mua tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,56:16.8,,,FALSE
312,Kết hợp CFTR,,thuoc/he-noi-tiet-and-chuyen-hoa/ket-hop-cftr,,,,312,product,3,FALSE,FALSE,,,,,57:05.1,23:45.4,,,FALSE
313,Tiềm năng CFTR,,thuoc/he-noi-tiet-and-chuyen-hoa/tiem-nang-cftr,,,,313,product,3,FALSE,FALSE,,,,,57:05.1,24:41.9,,,FALSE
314,Enzyme lysosomal,,thuoc/he-noi-tiet-and-chuyen-hoa/enzyme-lysosomal,,,,314,product,3,FALSE,FALSE,,,,,57:05.1,25:15.9,,,FALSE
315,Chất tăng glucose,,thuoc/he-noi-tiet-and-chuyen-hoa/chat-tang-glucose,,,,315,product,3,FALSE,FALSE,,,,,57:05.1,25:48.9,,,FALSE
316,Các thuốc khác ảnh hưởng đến chuyển hóa,,thuoc/he-noi-tiet-and-chuyen-hoa/cac-thuoc-khac-anh-huong-den-chuyen-hoa,,,,316,product,3,FALSE,FALSE,Các thuốc khác ảnh hưởng đến chuyển hóa - Nhà thuốc Long Châu,"Các thuốc khác ảnh hưởng đến chuyển hóa và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,55:29.5,,,FALSE
317,Thuốc chống loạn thần,,thuoc/thuoc-khac/thuoc-chong-loan-than,,,,317,product,3,FALSE,FALSE,,,,,57:05.1,46:05.9,,,
318,Thuốc rối loạn chức chu kỳ urê,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-roi-loan-chuc-chu-ky-ure,,,,318,product,3,FALSE,FALSE,,,,,57:05.1,28:38.3,,,FALSE
319,Thuốc chống ngoại vi,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-chong-ngoai-vi,,,,319,product,3,FALSE,FALSE,,,,,57:05.1,26:28.0,,,FALSE
320,Insulin,,thuoc/he-noi-tiet-and-chuyen-hoa/insulin,,,,320,product,3,FALSE,FALSE,Các loại thuốc insulin điều trị tiểu đường giá tốt 2024,"Mua các loại thuốc Insulin: Levemir, Lantus, Mixtard ..., bút tiêm insulin, thuốc tiêm tiểu đường insulin điều trị tiểu đường chính hãng, giá tốt tại Long Châu.",,,57:05.1,55:59.0,,,FALSE
321,Thuốc kháng giáp,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-khang-giap,,,,321,product,3,FALSE,FALSE,"+4 Thuốc Kháng Giáp Chính Hãng, Hiệu Quả Cao - Long Châu","Mua thuốc kháng giáp điều trị cường giáp, tăng tuyến giáp phổ biến nhất, chính hãng, nguồn gốc rõ ràng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.1,56:43.5,,,FALSE
322,Hormon tuyến giáp,,thuoc/he-noi-tiet-and-chuyen-hoa/hormon-tuyen-giap,,,,322,product,3,FALSE,FALSE,,,,,57:05.1,55:44.3,,,FALSE
323,Nhựa trao đổi cation,,thuoc/thuoc-khac/nhua-trao-doi-cation,,,,323,product,3,FALSE,FALSE,,,,,57:05.1,46:58.2,,,
324,Thuốc chống béo phì,,thuoc/he-noi-tiet-and-chuyen-hoa/thuoc-chong-beo-phi,,,,324,product,3,FALSE,FALSE,Thuốc chống béo phì chính hãng - Nhà thuốc Long Châu,"Tất cả các loại thuốc chống béo phì và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,56:30.5,,,FALSE
325,Thuốc Chelating,,thuoc/thuoc-khac/thuoc-chelating,,,,325,product,3,FALSE,FALSE,,,,,57:05.1,48:27.6,,,
326,Thuốc bất hợp pháp,,thuoc/thuoc-khac/thuoc-bat-hop-phap,,,,326,product,3,FALSE,FALSE,,,,,57:05.1,48:54.6,,,
327,Chất kích thích cơ cholinergic,,thuoc/thuoc-khac/chat-kich-thich-co-cholinergic,,,,327,product,3,FALSE,FALSE,,,,,57:05.1,50:17.1,,,
328,Thuốc gây tê tại chỗ,,thuoc/thuoc-khac/thuoc-gay-te-tai-cho,,,,328,product,3,FALSE,FALSE,,,,,57:05.1,55:24.4,,,
329,Thuốc gây tê tiêm tại chỗ với corticosteroid,,thuoc/thuoc-khac/thuoc-gay-te-tiem-tai-cho-voi-corticosteroid,,,,329,product,3,FALSE,FALSE,,,,,57:05.1,55:40.0,,,
330,Thuốc chưa phân loại,,thuoc/thuoc-khac/thuoc-chua-phan-loai,,,,330,product,3,FALSE,FALSE,,,,,57:05.1,59:15.3,,,
331,Psoralens,,thuoc/thuoc-khac/psoralens,,,,331,product,3,FALSE,FALSE,,,,,57:05.1,01:44.1,,,
332,Chất kết dính phốt phát,,thuoc/thuoc-khac/chat-ket-dinh-phot-phat,,,,332,product,3,FALSE,FALSE,,,,,57:05.1,39:51.1,,,
333,Sát trùng và diệt khuẩn,,thuoc/thuoc-dung-ngoai/sat-trung-va-diet-khuan,,,,333,product,3,FALSE,FALSE,,,,,57:05.1,05:36.4,,,FALSE
334,Thuốc cai thuốc lá,,thuoc/thuoc-khac/thuoc-cai-thuoc-la,,,,334,product,3,FALSE,FALSE,,,,,57:05.1,39:54.6,,,
335,Thuốc làm tăng độ nhớt,,thuoc/thuoc-khac/thuoc-lam-tang-do-nhot,,,,335,product,3,FALSE,FALSE,,,,,57:05.1,32:49.7,,,
336,Sản phẩm sắt,,thuoc/san-pham-dinh-duong/san-pham-sat,,,,336,product,3,FALSE,FALSE,,,,,57:05.1,03:43.8,,,FALSE
337,Sản phẩm dinh dưỡng ngoài đường tiêu hóa,,thuoc/san-pham-dinh-duong/san-pham-dinh-duong-ngoai-duong-tieu-hoa,,,,337,product,3,FALSE,FALSE,,,,,57:05.1,00:35.2,,,FALSE
338,Chất điện giải,,thuoc/san-pham-dinh-duong/chat-dien-giai,,,,338,product,3,FALSE,FALSE,,,,,57:05.1,00:07.4,,,FALSE
339,Sản phẩm dinh dưỡng / dùng qua đường tiêu hóa,,thuoc/san-pham-dinh-duong/san-pham-dinh-duong-dung-qua-duong-tieu-hoa,,,,339,product,3,FALSE,FALSE,,,,,57:05.1,00:20.2,,,FALSE
340,Hậu môn trực tràng,,thuoc/thuoc-dung-ngoai/hau-mon-truc-trang,,,,340,product,3,FALSE,FALSE,,,,,57:05.1,06:27.7,,,FALSE
341,Sản phẩm dinh dưỡng trẻ em,,thuoc/san-pham-dinh-duong/san-pham-dinh-duong-tre-em,,,,341,product,3,FALSE,FALSE,,,,,57:05.1,04:17.1,,,FALSE
342,Sản phẩm miệng và cổ họng,,thuoc/thuoc-dung-ngoai/san-pham-mieng-va-co-hong,,,,342,product,3,FALSE,FALSE,,,,,57:05.1,08:48.7,,,FALSE
343,Mũi,,thuoc/thuoc-dung-ngoai/mui,,,,343,product,3,FALSE,FALSE,,,,,57:05.1,09:17.7,,,FALSE
344,Thuốc đặt tai,,thuoc/thuoc-dung-ngoai/thuoc-dat-tai,,,,344,product,3,FALSE,FALSE,,,,,57:05.1,10:01.0,,,FALSE
345,Dung dịch tưới vô trùng,,thuoc/thuoc-dung-ngoai/dung-dich-tuoi-vo-trung,,,,345,product,3,FALSE,FALSE,,,,,57:05.1,12:05.4,,,FALSE
346,Thuốc đặt âm đạo,,thuoc/thuoc-dung-ngoai/thuoc-dat-am-dao,,,,346,product,3,FALSE,FALSE,"Các loại thuốc đặt âm đạo, thuốc trị bệnh phụ khoa hiệu quả","Mua thuốc đặt âm đạo, viên đặt âm đạo trị nhiễm khuẩn, nhiễm nấm âm đạo, thuốc trị bệnh phụ khoa chính hãng, giá tốt, có dược sĩ tư vấn tại nhà thuốc Long Châu",,,57:05.1,01:06.7,,,FALSE
347,Thuốc giãn cơ,,thuoc/he-co-xuong/thuoc-gian-co,,,,347,product,3,FALSE,FALSE,"+28 Thuốc giãn cơ chính hãng, giá tốt, tác dụng nhanh chóng","Mua thuốc giãn cơ Philclonestyl 125mg, Myonal 50mg,... trị đau cơ do co cứng co chính hãng, giá tốt, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.1,06:47.1,,,FALSE
